#Column heading	Definition
#Mass %	Mass of solute divided by total mass of solution, expressed as percent
#Molality, moles of solute per kg of water
#Molarity, moles of solute per liter of solution
#Density of solution, in g cm-3
#Index of refraction, relative to air, at a wavelength of 589 nm (sodium D line); the index of pure water at 20 ¡C is 1.3330
#Freezing point depression relative to pure water, in ¡C
#Absolute (dynamic) viscosity, in mPa s (equal to centipoise, cP); the viscosity of pure water at 20 ¡C is 1.002 mPa s
#Density data for aqueous solutions over a wider range of temperatures and pressures (and for additional compounds not in this table) may be found in Ref. 2.														
#														
Row	SubHeader	Solute	Synonym	Formula	CAS_Reg_No	Mol_wt	Mass_prct	Mass_fraction	Molality_m	Molarity_c	Density	Refractive_index_n	T_freeze_supression	Viscosity_dynamic
899	Oxalic acid	Oxalic acid		H2C2O4	144-62-7	90.035	8	0.08	0.966	0.92	1.0355	1.3418		1.172
900	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	0.5	0.005	0.051	0.051	1.001	1.3335	0.12	1.01
901	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	1	0.01	0.103	0.102	1.0038	1.334	0.24	1.02
902	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	2	0.02	0.208	0.206	1.0092	1.3349	0.46	1.05
903	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	3	0.03	0.316	0.311	1.0146	1.3358	0.69	1.079
904	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	4	0.04	0.425	0.416	1.02	1.3367	0.93	1.108
905	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	5	0.05	0.537	0.523	1.0254	1.3376	1.16	1.138
906	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	6	0.06	0.651	0.631	1.0309	1.3385	1.38	1.169
907	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	7	0.07	0.768	0.74	1.0363	1.3394	1.62	1.2
908	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	8	0.08	0.887	0.85	1.0418	1.3403	1.88	1.232
909	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	9	0.09	1.009	0.962	1.0474	1.3413	2.16	1.267
910	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	10	0.1	1.134	1.075	1.0531	1.3422	2.45	1.303
911	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	11	0.11	1.261	1.189	1.0589	1.3431	2.72	1.341
912	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	12	0.12	1.392	1.304	1.0647	1.3441	3.01	1.382
913	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	13	0.13	1.525	1.42	1.0705	1.345	3.38	1.424
914	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	14	0.14	1.661	1.538	1.0765	1.346	3.76	1.469
915	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	15	0.15	1.801	1.657	1.0825	1.347	4.08	1.516
916	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	16	0.16	1.944	1.777	1.0885	1.348	4.45	1.565
917	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	17	0.17	2.09	1.899	1.0947	1.3489	4.82	1.616
918	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	18	0.18	2.24	2.022	1.1009	1.35	5.25	1.671
919	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	19	0.19	2.394	2.147	1.1071	1.351	5.72	1.727
920	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	20	0.2	2.551	2.273	1.1135	1.352	6.23	1.788
921	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	22	0.22	2.878	2.529	1.1263	1.354	7.38	1.914
922	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	24	0.24	3.223	2.791	1.1395	1.3561	8.69	2.049
923	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	26	0.26	3.585	3.059	1.1528	1.3582	10.12	2.198
924	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	28	0.28	3.968	3.333	1.1665	1.3604	11.64	2.365
925	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	30	0.3	4.373	3.614	1.1804	1.3625	13.23	2.553
926	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	32	0.32	4.802	3.901	1.1945	1.3647	14.94	2.766
927	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	34	0.34	5.257	4.194	1.2089	1.3669	16.81	3.001
928	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	36	0.36	5.74	4.495	1.2236	1.3691	18.85	3.26
929	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	38	0.38	6.254	4.803	1.2385	1.3713	21.09	3.544
930	Phosphoric acid	Phosphoric acid	Orthophosphoric acid	H3PO4	7664-38-2	97.995	40	0.4	6.803	5.117	1.2536	1.3735	23.58	3.856
931	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	0.5	0.005	0.042	0.042	1.0018	1.3336	0.15	1
932	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	1	0.01	0.085	0.084	1.0054	1.3342	0.29	0.998
933	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	2	0.02	0.171	0.17	1.0127	1.3354	0.59	0.994
934	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	3	0.03	0.26	0.257	1.02	1.3366	0.88	0.99
935	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	4	0.04	0.35	0.345	1.0275	1.3379	1.18	0.985
936	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	5	0.05	0.442	0.435	1.035	1.3391	1.48	0.981
937	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	6	0.06	0.536	0.526	1.0426	1.3403	1.78	0.977
938	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	7	0.07	0.633	0.618	1.0503	1.3416	2.1	0.974
939	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	8	0.08	0.731	0.711	1.0581	1.3429	2.42	0.97
940	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	9	0.09	0.831	0.806	1.066	1.3441	2.74	0.967
941	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	10	0.1	0.934	0.903	1.074	1.3454	3.07	0.964
942	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	11	0.11	1.039	1	1.0821	1.3467	3.42	0.961
943	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	12	0.12	1.146	1.099	1.0903	1.3481	3.76	0.958
944	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	13	0.13	1.256	1.2	1.0986	1.3494	4.12	0.956
945	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	14	0.14	1.368	1.302	1.107	1.3507	4.49	0.953
946	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	15	0.15	1.483	1.406	1.1155	1.3521	4.86	0.951
947	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	16	0.16	1.601	1.512	1.1242	1.3535	5.25	0.949
948	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	17	0.17	1.721	1.619	1.133	1.3548	5.64	0.948
949	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	18	0.18	1.845	1.727	1.1419	1.3562	6.04	0.946
950	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	19	0.19	1.971	1.838	1.1509	1.3577	6.46	0.945
951	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	20	0.2	2.101	1.95	1.1601	1.3591	6.88	0.944
952	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	22	0.22	2.37	2.179	1.1788	1.362	7.76	0.943
953	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	24	0.24	2.654	2.416	1.198	1.365	8.7	0.943
954	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	26	0.26	2.952	2.661	1.2179	1.368	9.68	0.944
955	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	28	0.28	3.268	2.914	1.2383	1.3711	10.72	0.947
956	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	30	0.3	3.601	3.175	1.2593	1.3743	11.82	0.952
957	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	32	0.32	3.954	3.445	1.281	1.3776	12.98	0.959
958	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	34	0.34	4.329	3.724	1.3033	1.3809		0.968
959	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	36	0.36	4.727	4.012	1.3263	1.3843		0.979
960	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	38	0.38	5.15	4.311	1.3501	1.3878		0.993
961	Potassium bromide	Potassium bromide		KBr	03/02/7758	119.002	40	0.4	5.602	4.62	1.3746	1.3914		1.01
962	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	0.5	0.005	0.036	0.036	1.0027	1.3339	0.18	1.013
963	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	1	0.01	0.073	0.073	1.0072	1.3347	0.34	1.025
964	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	2	0.02	0.148	0.147	1.0163	1.3365	0.66	1.048
965	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	3	0.03	0.224	0.223	1.0254	1.3382	0.99	1.071
966	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	4	0.04	0.301	0.299	1.0345	1.3399	1.32	1.094
967	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	5	0.05	0.381	0.378	1.0437	1.3416	1.67	1.119
968	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	6	0.06	0.462	0.457	1.0529	1.3433	2.03	1.146
969	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	7	0.07	0.545	0.538	1.0622	1.345	2.4	1.174
970	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	8	0.08	0.629	0.62	1.0715	1.3467	2.77	1.204
971	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	9	0.09	0.716	0.704	1.0809	1.3484	3.17	1.235
972	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	10	0.1	0.804	0.789	1.0904	1.3501	3.57	1.269
973	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	12	0.12	0.987	0.963	1.1095	1.3535	4.45	1.339
974	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	14	0.14	1.178	1.144	1.1291	1.3569	5.39	1.414
975	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	16	0.16	1.378	1.33	1.149	1.3603	6.42	1.497
976	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	18	0.18	1.588	1.523	1.1692	1.3637	7.55	1.594
977	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	20	0.2	1.809	1.722	1.1898	1.3671	8.82	1.707
978	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	24	0.24	2.285	2.139	1.232	1.3739	11.96	1.978
979	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	28	0.28	2.814	2.584	1.2755	1.3807	16.01	2.331
980	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	32	0.32	3.405	3.057	1.3204	1.3874	21.46	2.834
981	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	36	0.36	4.07	3.559	1.3665	1.394	28.58	3.503
982	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	40	0.4	4.824	4.093	1.4142	1.4006	37.55	4.36
983	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	44	0.44	5.685	4.659	1.4633	1.4071		5.72
984	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	48	0.48	6.679	5.259	1.5142	1.4136		7.764
985	Potassium carbonate	Potassium carbonate	Pearl ash	K2CO3	584-08-7	138.206	50	0.5	7.236	5.573	1.5404	1.4168		9.369
986	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	0.5	0.005	0.067	0.067	1.0014	1.3337	0.23	1
987	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	1	0.01	0.135	0.135	1.0046	1.3343	0.46	0.999
988	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	2	0.02	0.274	0.271	1.011	1.3357	0.92	0.999
989	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	3	0.03	0.415	0.409	1.0174	1.3371	1.38	0.998
990	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	4	0.04	0.559	0.549	1.0239	1.3384	1.85	0.997
991	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	5	0.05	0.706	0.691	1.0304	1.3398	2.32	0.996
992	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	6	0.06	0.856	0.835	1.0369	1.3411	2.8	0.994
993	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	7	0.07	1.01	0.98	1.0434	1.3425	3.29	0.992
994	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	8	0.08	1.166	1.127	1.05	1.3438	3.8	0.99
995	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	9	0.09	1.327	1.276	1.0566	1.3452	4.3	0.989
996	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	10	0.1	1.49	1.426	1.0633	1.3466	4.81	0.988
997	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	11	0.11	1.658	1.579	1.07	1.3479	5.33	0.989
998	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	12	0.12	1.829	1.733	1.0768	1.3493	5.88	0.99
999	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	13	0.13	2.004	1.89	1.0836	1.3507	6.45	0.992
1000	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	14	0.14	2.184	2.048	1.0905	1.3521		0.994
1001	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	15	0.15	2.367	2.208	1.0974	1.3535		0.997
1002	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	16	0.16	2.555	2.37	1.1043	1.3549		0.999
1003	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	17	0.17	2.747	2.534	1.1114	1.3563		1.001
1004	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	18	0.18	2.944	2.701	1.1185	1.3577		1.004
1005	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	19	0.19	3.146	2.869	1.1256	1.3592		1.007
1006	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	20	0.2	3.353	3.039	1.1328	1.3606		1.012
1007	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	22	0.22	3.783	3.386	1.1474	1.3635		1.024
1008	Potassium chloride	Potassium chloride	Sylvite	KCl	7447-40-7	74.551	24	0.24	4.236	3.742	1.1623	1.3665		1.04
1009	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	0.5	0.005	0.037	0.037	1.0018	1.3336	0.13	1.01
1010	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	1	0.01	0.074	0.074	1.0053	1.3342	0.25	1.019
1011	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	1.5	0.015	0.112	0.111	1.0089	1.3348	0.37	1.028
1012	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	2	0.02	0.15	0.149	1.0125	1.3354	0.49	1.038
1013	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	2.5	0.025	0.188	0.187	1.0161	1.3359	0.6	1.048
1014	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	3	0.03	0.227	0.225	1.0197	1.3365	0.72	1.06
1015	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	3.5	0.035	0.267	0.263	1.0233	1.3371	0.84	1.071
1016	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	4	0.04	0.306	0.302	1.0269	1.3377	0.96	1.083
1017	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	4.5	0.045	0.346	0.341	1.0306	1.3382	1.08	1.096
1018	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	5	0.05	0.387	0.38	1.0342	1.3388	1.19	1.108
1019	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	5.5	0.055	0.428	0.419	1.0378	1.3394	1.3	1.121
1020	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	6	0.06	0.469	0.459	1.0414	1.34	1.41	1.133
1021	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	6.5	0.065	0.511	0.499	1.045	1.3405	1.52	1.146
1022	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	7	0.07	0.553	0.539	1.0486	1.3411	1.63	1.16
1023	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	7.5	0.075	0.596	0.58	1.0522	1.3417	1.74	1.173
1024	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	8	0.08	0.639	0.621	1.0558	1.3422	1.84	1.187
1025	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	8.5	0.085	0.683	0.662	1.0594	1.3428	1.94	1.201
1026	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	9	0.09	0.727	0.703	1.063	1.3434	2.04	1.215
1027	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	9.5	0.095	0.771	0.745	1.0667	1.3439	2.14	1.23
1028	Potassium dihydrogen phosphate	Potassium dihydrogen phosphate	KDP	KH2PO4	7778-77-0	136.085	10	0.1	0.816	0.786	1.0703	1.3445	2.23	1.245
1029	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	0.5	0.005	0.05	0.05	1.0014	1.3335	0.18	1.009
1030	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	1	0.01	0.101	0.1	1.0046	1.3341	0.34	1.015
1031	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	2	0.02	0.204	0.202	1.0114	1.3353	0.67	1.027
1032	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	3	0.03	0.309	0.305	1.0181	1.3365	0.98	1.04
1033	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	4	0.04	0.416	0.409	1.0247	1.3376	1.29	1.053
1034	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	5	0.05	0.526	0.515	1.031	1.3386	1.6	1.067
1035	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	6	0.06	0.638	0.622	1.0379	1.3397	1.91	1.081
1036	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	7	0.07	0.752	0.73	1.0446	1.3409	2.22	1.096
1037	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	8	0.08	0.869	0.84	1.0514	1.3419	2.53	1.112
1038	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	9	0.09	0.988	0.951	1.0581	1.343	2.84	1.128
1039	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	10	0.1	1.11	1.064	1.065	1.3441	3.16	1.145
1040	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	12	0.12	1.362	1.293	1.0788	1.3462	3.79	1.183
1041	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	14	0.14	1.626	1.528	1.0929	1.3484	4.41	1.224
1042	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	16	0.16	1.903	1.77	1.1073	1.3506		1.27
1043	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	18	0.18	2.193	2.017	1.1221	1.3528		1.319
1044	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	20	0.2	2.497	2.272	1.1372	1.355		1.373
1045	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	22	0.22	2.817	2.533	1.1527	1.3572		1.432
1046	Potassium hydrogen carbonate	Potassium hydrogen carbonate	Potassium bicarbonate	KHCO3	298-14-6	100.115	24	0.24	3.154	2.801	1.1685	1.3595		1.497
1047	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	0.5	0.005	0.029	0.029	1.0025	1.3338	0.13	1.013
1048	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	1	0.01	0.058	0.058	1.0068	1.3345	0.25	1.023
1049	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	1.5	0.015	0.087	0.087	1.011	1.3353	0.37	1.034
1050	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	2	0.02	0.117	0.117	1.0153	1.3361	0.49	1.046
1051	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	2.5	0.025	0.147	0.146	1.0195	1.3368	0.61	1.057
1052	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	3	0.03	0.178	0.176	1.0238	1.3376	0.73	1.069
1053	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	3.5	0.035	0.208	0.207	1.0281	1.3384	0.86	1.081
1054	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	4	0.04	0.239	0.237	1.0324	1.3392	0.97	1.094
1055	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	4.5	0.045	0.271	0.268	1.0368	1.3399	1.1	1.107
1056	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	5	0.05	0.302	0.299	1.0412	1.3407	1.22	1.12
1057	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	5.5	0.055	0.334	0.33	1.0456	1.3415	1.34	1.133
1058	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	6	0.06	0.366	0.362	1.05	1.3422	1.46	1.147
1059	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	6.5	0.065	0.399	0.394	1.0545	1.343	1.58	1.162
1060	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	7	0.07	0.432	0.426	1.059	1.3438	1.7	1.177
1061	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	7.5	0.075	0.466	0.458	1.0635	1.3445	1.82	1.193
1062	Potassium hydrogen phosphate	Potassium hydrogen phosphate	"Potassium phosphate, dibasic"	K2HPO4	04/11/7758	174.176	8	0.08	0.499	0.491	1.068	1.3453	1.95	1.209
1063	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	0.5	0.005	0.09	0.089	1.0025	1.334	0.3	1.01
1064	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	1	0.01	0.18	0.179	1.0068	1.335	0.61	1.019
1065	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	2	0.02	0.364	0.362	1.0155	1.3369	1.24	1.038
1066	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	3	0.03	0.551	0.548	1.0242	1.3388	1.89	1.058
1067	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	4	0.04	0.743	0.736	1.033	1.3408	2.57	1.079
1068	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	5	0.05	0.938	0.929	1.0419	1.3427	3.36	1.102
1069	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	6	0.06	1.138	1.124	1.0509	1.3445	4.14	1.126
1070	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	7	0.07	1.342	1.322	1.0599	1.3464	4.92	1.151
1071	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	8	0.08	1.55	1.524	1.069	1.3483		1.177
1072	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	9	0.09	1.763	1.729	1.0781	1.3502		1.205
1073	Potassium hydroxide	Potassium hydroxide		KOH	1310-58-3	56.105	10	0.1	1.98	1.938	1.0873	1.352		1.233
